Source IP,Destination IP,Type,Record,Size (bytes),Domain,Time Stamp,Z-value
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:26.781618,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:27.259532,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:33.365623,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:33.833153,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:37.103257,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:37.570603,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:41.901504,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:42.450329,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:45.254333,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:45.723365,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:50.890480,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:51.349065,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:48:54.648282,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:48:55.117987,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:02.622719,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:03.078008,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:07.217922,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:07.699073,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:12.032185,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:12.491707,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:19.461365,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:19.932095,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:23.734035,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:24.240029,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:26.760443,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:27.259718,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:31.082874,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:31.556272,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:35.197997,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:35.700969,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:42.834119,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:43.311728,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:49.652648,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:50.155878,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:54.094097,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:54.553154,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:49:57.111553,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:49:57.558094,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:04.666483,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:05.240467,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:07.873804,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:08.345167,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:11.483417,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:11.952721,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:19.084400,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:19.541484,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:22.830516,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:23.297881,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:29.022581,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:29.577518,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:35.850140,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:36.371573,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:39.979116,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:40.560927,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:45.723064,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:46.357482,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:53.572096,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:54.945595,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:50:58.673369,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:50:59.128453,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:05.151707,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:05.681019,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:10.984216,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:11.493956,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:15.012205,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:15.524654,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:18.361032,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:18.843967,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:23.838814,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:24.408878,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:31.440170,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:31.907030,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:38.340457,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:38.796883,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:41.470008,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:41.919767,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:44.839539,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:45.303227,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:51.994054,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:51:52.613136,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:51:59.846944,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:00.421212,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:03.270808,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:03.769174,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:06.325825,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:06.849527,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:11.792487,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:12.251221,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:19.376764,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:19.837428,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:22.369828,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:22.825904,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:28.607016,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:29.104423,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:35.534594,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:36.037742,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:40.163677,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:40.628907,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:44.598701,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:45.069729,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:48.943710,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:49.408884,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:53.681683,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:54.345766,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:52:57.877046,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:52:58.345556,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:03.124801,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:03.589655,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:08.292810,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:08.755955,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:11.443866,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:11.907722,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:18.441959,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:18.877695,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:21.702816,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:22.186302,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:29.332956,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:29.886165,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:36.108491,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:36.569977,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:39.744396,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:40.225716,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:43.060812,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:43.540388,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:49.952025,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:50.435146,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:53:56.859812,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:53:57.356450,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:02.199601,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:02.669046,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:07.500842,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:07.950090,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:13.396178,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:14.091833,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:20.552502,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:21.147340,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:25.075317,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:25.542679,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:31.719425,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:32.191650,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:37.543780,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:38.006405,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:41.996708,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:42.503988,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:49.437476,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:49.942776,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:54:52.741168,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:54:53.217745,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:00.384287,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:00.851042,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:06.575399,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:07.082530,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:11.126523,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:11.577497,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:15.966756,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:16.479281,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:19.505596,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:19.963212,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:24.917694,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:25.369510,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:31.355548,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:31.828119,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:39.180773,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:39.657969,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:43.008465,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:43.485565,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:49.164645,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:49.598328,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:52.831660,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:53.322191,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:55:57.551289,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:55:58.020522,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:03.965353,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:04.505568,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:10.153367,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:10.638791,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:16.660093,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:17.174204,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:24.296140,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:24.764888,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:28.135628,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:28.581582,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:34.291913,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:34.805990,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:39.157918,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:39.627556,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:42.426656,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:42.894635,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:50.165678,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:50.628060,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:56:55.004381,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:56:55.513199,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:01.953376,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:02.426003,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:05.243219,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:05.700623,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:11.051921,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:11.580256,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:15.232715,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:15.696099,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:19.721501,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:20.198425,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:23.287815,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:23.798687,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:26.839582,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:27.387392,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:30.947898,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:31.419434,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:37.710021,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:38.203233,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:43.380583,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:43.867733,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:49.124972,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:49.599185,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:57:56.443731,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:57:56.944756,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:04.042461,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:04.502914,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:09.681473,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:10.156988,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:13.060132,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:13.978322,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:19.641723,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:20.109032,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:27.460950,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:27.927646,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:31.790681,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:32.273213,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:37.714368,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:38.232655,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:42.574875,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:43.076746,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:47.115229,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:47.565812,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:52.232372,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:52.696044,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:58:59.424502,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:58:59.891159,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:06.913166,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:07.417785,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:10.498200,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:10.978996,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:17.475074,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:17.946443,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:24.224816,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:24.725898,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:30.984923,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:31.460453,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:35.449245,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:35.958613,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:39.039470,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:40.211219,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:43.425770,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:44.686747,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:48.653127,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:49.513869,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 20:59:55.138146,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 20:59:55.618058,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:01.215427,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:01.684657,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:04.585545,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:05.049327,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:09.855499,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:10.349829,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:14.369808,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:14.855912,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:20.435539,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:20.895448,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:24.023828,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:24.484114,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:31.304485,0
172.208.51.75,192.168.2.115,Response,A,158,www.timeserversync.com,2025-08-03 21:00:31.768631,0
192.168.2.115,172.208.51.75,Request,A,82,www.timeserversync.com,2025-08-03 21:00:37.023840,0
